Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,Sub-Location,Facility Type,Agency,Latitude,Longitude
24,KIBENETI DISP,2715,RIFT VALLEY,KERICHO,SIGOWET,KEBENETI,KEBENETI,4,MOH,-0.44123,35.07123
10,SANGO DISP,2332,WESTERN,LUGARI/MALAVA,LIKUYANI,KONGONI,SANGO,4,MOH,0.728778,35.072747
7,KABIEMIT DISP,0,RIFT VALLEY,NANDI,KIPKAREN,KABIEMIT,KAPLEMUR,4,MOH,0.521044,35.073836
19,KIMINTET HEALTH CENTRE,3227,RIFT VALLEY,TRANS MARA,KIRINDONI,KIMINTET,KIRINDONI,3,MOH,-1.121016,35.074135
10,KAPWERIA DISP,0,RIFT VALLEY,TRANS MARA,PIRRAR,OLOLMASANI,ABOSSI,4,MOH,-0.935549,35.075519
5,EMURUA DIKIRR DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,MURKAN,MOGONDO,4,MOH,-0.965325,35.0759
11,KIBUGAT DISP,1608,RIFT VALLEY,BURET,RORET,KIBUGAT,KIBUGAT,4,MOH,-0.59305,35.0764
9,GORGOR DISP,1584,RIFT VALLEY,BOMET,NDANAI,ABOSI,ABOSI,4,MOH,-0.896847,35.0788
0,CHEBILAT DISP,0,RIFT VALLEY,BURET,SOTIK,MANARET,CHEBILATMANARET,4,MOH,-0.68,35.08
0,SARUCHAT DISP,0,RIFT VALLEY,BOMET,SOTIK,RONGENA,KIPNGOSOS,4,MOH,-0.75,35.08
7,MABUSI H C,2323,WESTERN,LUGARI/MALAVA,LIKUYANI,NZOIA,VINYENYA,3,MOH,0.834447,35.08051
0,SOY SAMBU DISP,0,WESTERN,LUGARI/MALAVA,LIKUYANI,KONGONI,MAWE TATU,4,MOH,0.774832,35.084489
0,BUTIIK DISP,0,RIFT VALLEY,BURET,BURET,CHEPLANGET,BUTIIK,4,MOH,-0.66,35.09
46,SANGA DISPENSARY,0,RIFT VALLEY,KERICHO,SIGOWET,KIPTERE,KIPTERE,4,MOH,-0.42123,35.09123
34,KAURIONG DISP,366,RIFT VALLEY,WEST POKOT,ALALE,KASES,KAMUNAI,4,MOH,2.2014,35.0925
19,KAPLAMAI H C,0,RIFT VALLEY,TRANS-NZOIA,KAPLAMAI,KAPLAMAI,KIMOSON,3,MOH,0.995636,35.0941
20,KAPSABET DISTRICT HOSP.,2096,RIFT VALLEY,NANDI,KAPSABET,KAPSABET,TOWNSHIPKAPSABET,1,MOH,0.2028,35.0954
72,KAPSABET G K PRISON DISP,0,RIFT VALLEY,NANDI,KAPSABET,KAPSABET,TOWNSHIPKAPSABET,9,MOH,0.2028,35.0954
0,IRAA DISP,0,RIFT VALLEY,KERICHO,SIGOWET,KIPTERE,IRAA,4,MOH,-0.365365,35.095407
0,SEREGEYA DISP,0,WESTERN,LUGARI/MALAVA,LIKUYANI,LIKUYANI,SEREGEYA,4,MOH,0.681228,35.096568
27,TEBESONIK DISP,1656,RIFT VALLEY,BURET,RORET,TEBESONIK,TEBESONIK,4,MOH,-0.551385,35.0977
9,KABIYET H C,2087,RIFT VALLEY,NANDI,KAPSABET,KAMOIYWO,KAMOIYWO,3,MOH,0.38533,35.098
22,RORET HEALTH CENTRE,1669,RIFT VALLEY,BURET,RORET,KISIARA,MABASI,3,MOH,-0.499516,35.1019
8,CHEMELIL DISP,1278,NYANZA,NYANDO,MUHORONI,CHEMELIL,CHEMELIL,4,MOH,-0.096918,35.1049
27,NDANAI HEALTH CENTRE,1668,RIFT VALLEY,BOMET,NDANAI,NDANAI,CHEPKEIGEI,3,MOH,-0.829001,35.1067
54,WEYETA DISP,1864,RIFT VALLEY,TRANS-NZOIA,KAPLAMAI,SITATUNGA,SITATUNGA,4,MOH,1.078039,35.106851
4,LIKUYANI H C,2320,WESTERN,LUGARI/MALAVA,LIKUYANI,LIKUYANI,SOYLUGARI,3,MOH,0.710801,35.10693
32,KIPTERE DISP,1617,RIFT VALLEY,KERICHO,SIGOWET,KIPTERE,KIPTERE,4,MOH,-0.389825,35.107
12,KIBWASITULYO DISP,1609,RIFT VALLEY,BURET,BURET,TECHOGET,AROKYET,4,MOH,-0.614308,35.1079
32,RONGENA DISP,1641,RIFT VALLEY,BOMET,SOTIK,RONGENA,RONGENABOMET,4,MOH,-0.72411,35.1121
2,BURGEI DISP,0,RIFT VALLEY,BOMET,SOTIK,RONGENA,BURGEI,4,MOH,-0.79234,35.11234
26,SOTIK DISP,1651,RIFT VALLEY,BURET,SOTIK,CHEMAGEL,SOTIK,4,MOH,-0.69123,35.1142
24,KAPENGURIA DISTRICT HOSPITAL,2209,RIFT VALLEY,WEST POKOT,KAPENGURIA,KAPENGURIA,CHEWOYET,1,MOH,1.2335,35.1162
17,KIPTOME DISP,1619,RIFT VALLEY,BURET,BURET,CHEBOIN,CHEBOINBURET,4,MOH,-0.548834,35.1206
2,KONGONI DISP,3276,WESTERN,LUGARI/MALAVA,LIKUYANI,KONGONI,KONGONILUGARI,4,MOH,0.780116,35.125255
49,MOI'S BRIDGE DISP,3617,RIFT VALLEY,UASIN GISHU,SOY,MOI'S BRIDGE,MOI'S BRIDGEUGISHU,4,MOH,0.910735,35.1262
0,KAMAWOI DISP,0,RIFT VALLEY,KERICHO,SIGOWET,CHEMAMUL,KIPTOMEKERICHO,4,MOH,-0.389915,35.12748
0,KAPSASIAN DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,EMARTI,KAPSASIAN,4,MOH,-0.968076,35.129671
48,SOLIAT DISP,1648,RIFT VALLEY,KERICHO,SOIN,SOLIAT,KAMASEGA,4,MOH,-0.310746,35.1308
73,REHABILITATION CENTRE  FAMILY LIFE,0,RIFT VALLEY,WEST POKOT,KAPENGURIA,KAPENGURIA,KAMATIRA,8,MOH,1.26321,35.1322
26,MOTIRET DISP,0,RIFT VALLEY,BOMET,NDANAI,KAPKELEI,MOTIRET,4,MOH,-0.80234,35.13241
9,KABIANGA SUB-HEALTH CENTRE,1686,RIFT VALLEY,KERICHO,BELGUT,KABIANGA,KABIANGAKERICHO,3,MOH,-0.441695,35.1342
5,CHEPLANGET DISP,1573,RIFT VALLEY,BURET,BURET,CHEPLANGET,CHEPLANGET,4,MOH,-0.64662,35.1342
65,SOSIAN HEALTH CENTRE,1921,RIFT VALLEY,UASIN GISHU,TURBO,SUGOI,SOSIANI,3,MOH,0.580757,35.1351
8,KALAACHA DISP,4679,RIFT VALLEY,BURET,BURET,CHEBWAGAN,CHERIBO,4,MOH,-0.609808,35.136559
0,KABOLECHO DISP,0,RIFT VALLEY,TRANS MARA,KIRINDONI,EMARTI,KAPSASIAN,4,MOH,-1.010148,35.141361
3,CHEBORGE DISP,1562,RIFT VALLEY,BURET,BURET,CHEBORGE,CHEBORGE,4,MOH,-0.576044,35.1419
3,CHEBOYO DISP,3756,RIFT VALLEY,BOMET,SIONGIROI,MOGOR,CHEBOYO,4,MOH,-0.93241,35.14243
59,SAMBUT DISP,0,RIFT VALLEY,UASIN GISHU,TURBO,KAMAGUT,LESERU,4,MOH,0.635844,35.1469
15,KAPKURES DISP,0,RIFT VALLEY,BOMET,SOTIK,KIPTULWA,KINYELWET,4,MOH,-0.772466,35.1491
49,MOSORIOT R H T C / COLLEGE DISP,2098,RIFT VALLEY,NANDI,KOSIRAI,KOSIRAI,NDAPTABWA,4,MOH,0.291822,35.15
21,KAPSARA HEALTH CENTRE,1865,RIFT VALLEY,TRANS-NZOIA,KAPLAMAI,MAKUTANO,KAPSARA,3,MOH,1.07219,35.1511
38,MOTOSIETI DISP,1853,RIFT VALLEY,TRANS-NZOIA,KAPLAMAI,MOTOSIET,MOTOSIET,4,MOH,1.02411,35.1523
6,CHEPWOSTUIYET DISP,0,RIFT VALLEY,BOMET,SIONGIROI,BINGWA,CHEPWASTUYET,4,MOH,-0.841234,35.15234
17,CHUKURA DISP,4863,RIFT VALLEY,UASIN GISHU,SOY,MOI'S BRIDGE,MATUNDAUGISHU,4,MOH,0.856108,35.1553
31,KIPSITET DISP,1615,RIFT VALLEY,KERICHO,SOIN,SOIN,KIPSITET,4,MOH,-0.224014,35.1598
11,KAITUI DISP,1588,RIFT VALLEY,KERICHO,SOIN,KAITUI,KAPTUGUMO,4,MOH,-0.286937,35.1598
8,KABIRISANG DISP,2053,RIFT VALLEY,NANDI,KILIBWONI,KABIRIRSANG,UNDERIT,4,MOH,0.173029,35.1622
18,KIPTULWA DISP,0,RIFT VALLEY,BOMET,SOTIK,KIPTULWA,KINYELWET,4,MOH,-0.781234,35.16234
16,KIPTEWIT DISP,865,RIFT VALLEY,BURET,BURET,LITEIN,LALAGIN,4,MOH,-0.557337,35.164
0,CHEMOSOT DISP,1571,RIFT VALLEY,BURET,BURET,KISIARA,RORET,4,MOH,-0.48336,35.1657
10,KABRISANG DISP,4420,RIFT VALLEY,NANDI,KILIBWONI,KABIRIRSANG,KABIRIRSANG,4,MOH,0.171938,35.167341
50,SOSIOT HEALTH CENTRE,1673,RIFT VALLEY,KERICHO,BELGUT,WALDAI,SOSIOT,3,MOH,-0.359214,35.1708
67,SOY HEALTH CENTRE,1922,RIFT VALLEY,UASIN GISHU,SOY,SOY,SOYUG,3,MOH,0.690475,35.1742
26,KAPSARET DISP,1883,RIFT VALLEY,UASIN GISHU,KAPSARET,KAPSARET,LEMOK,4,MOH,0.49231,35.1742
36,KIMWANI DISP,4419,RIFT VALLEY,NANDI,NANDI HILLS,CHEMILIL,KIMWANI,4,MOH,0.007213,35.175167
4,EMARTI HEALTH CENTRE,1797,RIFT VALLEY,TRANS MARA,KIRINDONI,EMARTI,KIRIBWET,3,MOH,-0.997695,35.1801
16,KATARET DISP,0,RIFT VALLEY,BOMET,SIONGIROI,MOGOR,KATARET,4,MOH,-0.92324,35.182354
50,NANDI HILLS SUB-DIST HOSP,2097,RIFT VALLEY,NANDI,NANDI HILLS,NANDI HILLS,KIPSAMOO,1,MOH,0.1172,35.1831
19,MUHORONI SUB-DISTRICT HOSP.,1339,NYANZA,NYANDO,MUHORONI,GOD NYITHINDO,OREGO,1,MOH,-0.154993,35.1889
0,KAPLETUNDO DISP,0,RIFT VALLEY,BURET,SOTIK,KAPLETUNDO,CHESILYOT,4,MOH,-0.65,35.19
69,TARAKWA DISP,2963,RIFT VALLEY,UASIN GISHU,SOY,KIPSOMBA,KIPSOMBA,4,MOH,0.75862,35.1929
9,KAPKATET DISTRICT HOSPITAL,6176,RIFT VALLEY,BURET,BURET,KAPKATET,ITOIK,1,MOH,-0.62738,35.19319
45,NZOIA DISP,1855,RIFT VALLEY,TRANS-NZOIA,CHERANGANY,CHERANGANY,NZOIATNZOIA,4,MOH,0.96241,35.1942
23,MAKIMENYI DISP,1625,RIFT VALLEY,BOMET,SIONGIROI,MAKIMENY,KABEMA,4,MOH,-0.83482,35.1948
32,KASEI DISP,3042,RIFT VALLEY,WEST POKOT,KASEI,KASEI,KASEI,4,MOH,2.03849,35.1959
15,KAPCHUMBA DISP,0,RIFT VALLEY,NANDI,KOSIRAI,NGECHEK,LELBOINETNANDI,4,MOH,0.287142,35.196595
0,CHEMALAL DISP,0,RIFT VALLEY,BURET,KIMULOT,KIMULOT,CHEMALAL,4,MOH,-0.52,35.2
28,KAPTELDON DISP,2966,RIFT VALLEY,UASIN GISHU,KAPSARET,KAPSARET,LEMOK,4,MOH,0.477149,35.2004
34,KOITABUROT DISP,962,RIFT VALLEY,KERICHO,SOIN,KOITABUROT,KOITABUROT,4,MOH,-0.204457,35.2006
0,SERETUT DISP,0,RIFT VALLEY,KERICHO,BELGUT,SERETUT,SERETUT,4,MOH,-0.431459,35.201057
9,CHEPARERIA HEALTH CENTRE,0,RIFT VALLEY,WEST POKOT,CHEPARERIA,KIPKOMO,CHEPARERIA,3,MOH,1.32957,35.201558
16,MAKINDU DISP,3288,NYANZA,NYANDO,MUHORONI,MUHORONI,MUHORONI EAST,4,MOH,-0.149197,35.203175
36,TAMU HEALTH CENTRE,1314,NYANZA,NYANDO,MUHORONI,TAMU,UPPER TAMU,3,MOH,-0.094844,35.2045
4,CHEBUNYO DISP,948,RIFT VALLEY,BOMET,SIONGIROI,CHEBUNYO,KAMOKIBOI,4,MOH,-0.95953,35.2106
37,SIOGIROI HEALTH CENTRE,1672,RIFT VALLEY,BOMET,SIONGIROI,SIONGIROI,SIONGIROI,3,MOH,-0.873065,35.2131
38,SOYMET DISP,0,RIFT VALLEY,BOMET,SOTIK,KIPTULWA,KIPSONOIBOMET,4,MOH,-0.71421,35.2141
13,KINYAGORO DISP,3644,RIFT VALLEY,BURET,KONOIN,CHEMELET,CHEMELET,4,MOH,-0.576262,35.21451
7,CHERANGANY DISP,4415,RIFT VALLEY,TRANS-NZOIA,CHERANGANY,CHERANGANY,NZOIATNZOIA,4,MOH,0.97916,35.2181
14,KIPSONOI HEALTH CENTRE,1616,RIFT VALLEY,BURET,SOTIK,KAMUNGEI,KENENE,3,MOH,-0.68335,35.220952
12,CHEPKOPEGH DISP,4310,RIFT VALLEY,WEST POKOT,CHEPARERIA,CHEPKOPEGH,CHEPKOPEGH,4,MOH,1.44881,35.2211
52,NGECHEK DISP,0,RIFT VALLEY,NANDI,KOSIRAI,NGECHEK,NGECHEK,4,MOH,0.304435,35.22366
31,KILIBWONY H C,2092,RIFT VALLEY,NANDI,KILIBWONI,KILIBWON,KILIBWON,3,MOH,0.21544,35.2239
37,KIPLOMBE DISP,3823,RIFT VALLEY,UASIN GISHU,SOY,KIPLOMBE,KIPLOMBEUGISHU,4,MOH,0.626596,35.223923
18,MINARA DISP,1296,NYANZA,NYANDO,MUHORONI,MUHORONI,OWAGA,4,MOH,-0.162252,35.2242
11,KABUNYERIA DISP,2055,RIFT VALLEY,NANDI,NANDI HILLS,SIRET,TAITO,4,MOH,0.09436,35.2259
20,KENEGUT SUB HEALTH CENTRE,1602,RIFT VALLEY,KERICHO,AINAMOI,KENEGUT,KENEGUT,3,MOH,-0.26568,35.2261
12,KANUSIN DISP,0,RIFT VALLEY,BOMET,SOTIK,KANUSIN,KAPSANGARU,4,MOH,-0.791999,35.2281
44,LOLMININGAI DISP,2072,RIFT VALLEY,NANDI,KILIBWONI,LOLMININGAI,LOLMININGAI,4,MOH,0.24945,35.2292
61,TAITO DISP,4417,RIFT VALLEY,NANDI,NANDI HILLS,SIRET,TAITO,4,MOH,0.087399,35.230986
57,PTOYO DISP,2198,RIFT VALLEY,WEST POKOT,CHEPARERIA,PTOYO,PTOYO,4,MOH,1.70778,35.2314
17,KIPSUTER DISP,0,RIFT VALLEY,BOMET,SIONGIROI,SIONGIROI,KIPSUTER,4,MOH,-0.92324,35.23241
33,KIMOTHON FOREST DISP,1887,RIFT VALLEY,UASIN GISHU,SOY,KIPSOMBA,KAPSANG,4,MOH,0.78463,35.236661
76,ZIWA DISP,2964,RIFT VALLEY,UASIN GISHU,SOY,ZIWA,KEROTET,4,MOH,0.865212,35.2372
12,KAKIPTUI DISP,3658,RIFT VALLEY,KERICHO,BELGUT,KAPSUSER,KAPSUSER,4,MOH,-0.37412,35.24123
30,OLBUTYO H C,1639,RIFT VALLEY,BOMET,SIONGIROI,SIONGIROI,SIONGIROI,3,MOH,-0.873524,35.24234
25,KAPSAOS DISP,3982,RIFT VALLEY,UASIN GISHU,TURBO,KAPYEMIT,KAPSAOSUGISHU,4,MOH,0.58341,35.2441
56,SIRET TEA DISP,2081,RIFT VALLEY,NANDI,NANDI HILLS,SIRET,SIRETNANDI,4,MOH,0.070201,35.245644
33,SEGUTIET DISP,1645,RIFT VALLEY,BOMET,BOMET CENTRAL,CHESOEN,KAMOGOSO,4,MOH,-0.70123,35.25123
19,KAMOI DISP,0,RIFT VALLEY,MARAKWET,KAPCHEROP,KAMOI,KAMOI,4,MOH,1.08834,35.2563
22,KABOBO HEALTH CENTRE,2347,RIFT VALLEY,UASIN GISHU,SOY,SOY,KONGASISSOY,3,MOH,0.738398,35.2638
78,ELDORET MAINTANANCE SCHOOL DISP,1877,RIFT VALLEY,UASIN GISHU,KAPSARET,PIONEER,LANGAS,9,MOH,0.50321,35.2641
68,TAMUOGH DISP,2204,RIFT VALLEY,WEST POKOT,CHEPARERIA,TAMUGH,TAMUGH,4,MOH,1.58202,35.2659
20,MOGOGOSIEK DISP,1633,RIFT VALLEY,BURET,KONOIN,MOGOGOSIEK,SASETA,4,MOH,-0.620721,35.268
40,TARAKWA DISP,1654,RIFT VALLEY,BOMET,SOTIK,MUTARAKWA,LELDAET,4,MOH,-0.75209,35.268
1,AINAMOI H C,1556,RIFT VALLEY,KERICHO,AINAMOI,AINAMOI,AINAMOIKERICHO,3,MOH,-0.29374,35.272
52,SUWERWA HEALTH CENTRE,1867,RIFT VALLEY,TRANS-NZOIA,CHERANGANY,KIPTOROR,MILIMANICHERANGANY,3,MOH,0.982474,35.2728
14,KAPKOROS HEALTH CENTRE,1665,RIFT VALLEY,BOMET,BOMET CENTRAL,SIBAIYAN,KAPKOROSBOMET,3,MOH,-0.665095,35.275022
21,KERICHO DISTRICT HOSPITAL,1680,RIFT VALLEY,KERICHO,AINAMOI,TOWNSHIP,TOWNSHIPKERICHO,1,MOH,-0.36896,35.27941
7,CHESOEN DISP,0,RIFT VALLEY,BOMET,BOMET CENTRAL,CHESOEN,CHESOEN,4,MOH,-0.70124,35.28123
31,KESSES DISP,2968,RIFT VALLEY,UASIN GISHU,KESSES,KESSES,KESSES,4,MOH,0.271595,35.2828
64,SIRIKWA DISP,3048,RIFT VALLEY,UASIN GISHU,SOY,SIRIKWA,SIRIKWAUG,4,MOH,0.86214,35.2834
18,KABICHBICH HEALTH CENTRE,2492,RIFT VALLEY,WEST POKOT,LELAN,LELAN,MBAYAI,3,MOH,1.23175,35.2845
19,ELDORET DISTRICT HOSPITAL MOI REFERRAL & TEACHING HOSPITAL,1923,RIFT VALLEY,UASIN GISHU,SOY,KIBULGENY,KAMUKUNJIUGISHU,2,MOH,0.538332,35.2886
79,ELDORET PRISON DISP,0,RIFT VALLEY,UASIN GISHU,SOY,KIBULGENY,KAMUKUNJIUGISHU,9,MOH,0.538332,35.2886
13,KAPKESOSIO DISP,1590,RIFT VALLEY,BOMET,SIGOR,KAPKESOSIO,TUMOI,4,MOH,-0.860177,35.293
22,LUGUMEK DISP,0,RIFT VALLEY,BOMET,SIGOR,LELAITICH,LUGUMEK,4,MOH,-0.999671,35.293236
0,CHEPKUNYUK DISP,0,RIFT VALLEY,KERICHO,CHILCHILA,KUNYAK,KAPKWEN,4,MOH,-0.103819,35.293499
2,CHEBANGANG HEALTH CENTRE,1663,RIFT VALLEY,BURET,KIMULOT,CHEBANGANG,CHEBANGANGBURET,3,MOH,-0.544006,35.296326
35,KUNYAK DISP,1623,RIFT VALLEY,KERICHO,CHILCHILA,KUNYAK,KAPKWEN,4,MOH,-0.128779,35.2967
7,ITARE FOREST DISP,1585,RIFT VALLEY,BURET,KIMULOT,KAPTEBENGWET,KAMAGOMON,4,MOH,-0.580631,35.2973
34,SIGOR SUB-DISTRICT HOSPITAL,1670,RIFT VALLEY,BOMET,SIGOR,SIGOR,SIGOR,1,MOH,-0.918919,35.2973
35,SIGORWET DISP,1646,RIFT VALLEY,BOMET,BOMET CENTRAL,SINGORWET,SINGORWET,4,MOH,-0.729233,35.2988
15,CHUIROT DISP,4404,RIFT VALLEY,UASIN GISHU,SOY,KIPLOMBE,KUINET,4,MOH,0.64214,35.3014
58,SOBAR RIVER DISP,2432,RIFT VALLEY,NANDI,TINDERET,KABIRER,CHERONDO,4,MOH,0.04726,35.3019
23,KAPCHEROP HEALTH CENTRE,2038,RIFT VALLEY,MARAKWET,KAPCHEROP,SENGWER,KAPCHEROP,3,MOH,1.04598,35.3104
28,KEBEN DISP,4316,RIFT VALLEY,NANDI,KILIBWONI,KOILOT,KEBEN,4,MOH,0.148469,35.313199
0,KANDEGE DISP,0,NYANZA,NYANDO,MUHORONI,FORT TENAN,OCHORIA,4,MOH,-0.22,35.32
72,TULWET DISP,1862,RIFT VALLEY,UASIN GISHU,KESSES,TULWET,TULWETUG,4,MOH,0.27412,35.3241
4,CHEPCHABAS DISP,4680,RIFT VALLEY,BURET,KIMULOT,SAOSA,CHEPCHABAS,4,MOH,-0.461088,35.3246
53,NGERIA DISP,0,RIFT VALLEY,UASIN GISHU,KESSES,MEGUN,SONGOLIETUG,4,MOH,0.384492,35.3247
40,MANYOROR DISP,3656,RIFT VALLEY,KERICHO,AINAMOI,KAPSAOS,KAPSAOSKERICHO,4,MOH,-0.289488,35.3298
4,BONSOMBE DISP,0,RIFT VALLEY,UASIN GISHU,SOY,KOISAGAT,BARSOMBE,4,MOH,0.892526,35.3301
69,TURKWEL GORGE DISP,2205,RIFT VALLEY,WEST POKOT,KASEI,KORPU,SIRWACH,4,MOH,1.93602,35.3321
6,CHEPSIRO DISP,2844,RIFT VALLEY,TRANS-NZOIA,CHERANGANY,CHEPSIRO,KAPSIGIRAI,4,MOH,0.99231,35.3321
18,KOIWA H C,1896,RIFT VALLEY,BURET,KONOIN,KOIWA,CHEPTINGTING,3,MOH,-0.60231,35.3321
1,BOMET SUB-HEALTH CENTRE,1662,RIFT VALLEY,BOMET,BOMET CENTRAL,TOWNSHIP,CHEPNGAINA,3,MOH,-0.78031,35.33807
0,CHEBARA DISP,0,RIFT VALLEY,KERICHO,CHILCHILA,KOKWET,KOKWETKERICHO,4,MOH,-0.168025,35.338777
16,CHUIYAT DISP,0,RIFT VALLEY,UASIN GISHU,KESSES,TULWET,TULWETUG,4,MOH,0.255207,35.3392
8,FORT TERNAN SUB-HEALTH CENTRE,1581,RIFT VALLEY,KERICHO,CHILCHILA,CHILCHILA,KOISAGAT,3,MOH,-0.195954,35.3392
92,TINDERET TEA ESTATE DISP,2085,RIFT VALLEY,NANDI,TINDERET,TINDERET,TINDERET,9,MOH,-0.071389,35.339213
15,KAIKOR DISP,2136,RIFT VALLEY,TURKANA,KAALING,KAIKOR,LOITANIT,4,MOH,4.72124,35.34123
36,SILIBWET DISP,0,RIFT VALLEY,BOMET,BOMET CENTRAL,TOWNSHIP,SILIBWETBOMET,4,MOH,-0.73234,35.34123
0,CHEPCHOLIET DISP,0,RIFT VALLEY,KERICHO,KIPKELION,KAPSEGER,CHEPCHOLIET,4,MOH,-0.247339,35.348209
62,SERGOIT DISP,1908,RIFT VALLEY,UASIN GISHU,MOIBEN,SERGOIT,SERGOITUG,4,MOH,0.69421,35.3521
63,SINA DISP,2202,RIFT VALLEY,WEST POKOT,CHEPARERIA,PARUA,CHEPKORIONG,4,MOH,1.31932,35.3572
38,TENDEN DISP,2957,RIFT VALLEY,MARAKWET,KAPCHEROP,CHERANGANY,TENDEN,4,MOH,1.01964,35.3643
54,SERENGONI FOREST DISP,2080,RIFT VALLEY,NANDI,TINDERET,KAPKOROS,KAPKOROSNANDI,4,MOH,0.07386,35.3645
38,MAKYOLOK DISP,1627,RIFT VALLEY,KERICHO,CHILCHILA,KOKWET,TULWO-PMOI,4,MOH,-0.134731,35.3647
28,KAPTABUK DISP WEST POKOT,288,RIFT VALLEY,WEST POKOT,LELAN,CHEBON,CHEBON,4,MOH,1.25318,35.3656
28,NDARAWETA DISP,1637,RIFT VALLEY,BOMET,BOMET CENTRAL,NDAREWETA,NGAINET,4,MOH,-0.680587,35.3678
12,CHEPKANKA HEALTH CENTRE,0,RIFT VALLEY,UASIN GISHU,MOIBEN,SERGOIT,KELJI,3,MOH,0.628494,35.3684
14,KAPKIAM DISP,298,RIFT VALLEY,KERICHO,AINAMOI,KAPSAOS,TENDWETKERICHO,4,MOH,-0.291189,35.3689
47,MOIBEN HEALTH CENTRE,1919,RIFT VALLEY,UASIN GISHU,MOIBEN,MOIBEN,MOIBEN,3,MOH,0.814705,35.369
10,IRWAGA DISP,3595,RIFT VALLEY,BOMET,BOMET CENTRAL,MERIGI,MOTIGO,4,MOH,-0.74123,35.37412
48,METETEI H C,2095,RIFT VALLEY,NANDI,TINDERET,KAMELIL,NGATIPKONG,3,MOH,0.02113,35.3743
39,KOTARUK SUB-HEALTH CENTRE,0,RIFT VALLEY,TURKANA,TURKWEL,KOTARUK,NAIPA,3,MOH,2.54825,35.3754
23,SIOMO DISP,3598,RIFT VALLEY,BURET,KONOIN,EMBOMOS,SIOMO,4,MOH,-0.55412,35.3812
11,KAALENG DISP,382,RIFT VALLEY,TURKANA,KAALING,KAERIS,KAERIS,4,MOH,3.90231,35.38123
8,CENGALO DISP,1874,RIFT VALLEY,UASIN GISHU,KESSES,OL'LEINGUSE,LEINGUSE,4,MOH,0.140206,35.3826
3,CHEBORORWA HEALTH CENTRE,2032,RIFT VALLEY,MARAKWET,KAPCHEROP,CHERANGANY,KOITUGUM,3,MOH,0.966372,35.3828
46,MEIBEKI DISP,4867,RIFT VALLEY,UASIN GISHU,MOIBEN,MEIBEKI,MEIBEKI,4,MOH,0.888884,35.3829
22,KERICHO FOREST DISP,1604,RIFT VALLEY,KERICHO,AINAMOI,CHEBOSWA,CHEYMEN,4,MOH,-0.343908,35.3851
6,CHEPTALAL SUB-DISRICT HOSPITAL,1577,RIFT VALLEY,BURET,KONOIN,CHEPTALAL,TOBOINO,1,MOH,-0.610343,35.3878
31,OLOKYIN DISP,1640,RIFT VALLEY,BOMET,LONGISA,KIPLABOTWA,OLOKYIN,4,MOH,-0.946646,35.3878
55,SETEK S F T DISP,2082,RIFT VALLEY,NANDI,TINDERET,METEITEI,METEITEI,4,MOH,0.00844,35.388
21,LONGISA DISTRICT HOSPITAL,1624,RIFT VALLEY,BOMET,LONGISA,CHEBOIN,SAMITUK,1,MOH,-0.85793,35.38941
68,TANGASIR DISP,2965,RIFT VALLEY,UASIN GISHU,MOIBEN,MEIBEKI,MEIBEKI,4,MOH,0.923884,35.3919
58,SEKENANI DISP,3222,RIFT VALLEY,NAROK,MARA,KOYAKI,SEKENANI,4,MOH,-1.44312,35.393
14,KABIKOS DISP,568,RIFT VALLEY,MARAKWET,KAPCHEROP,KOISUNGUR,KIBIGOS,4,MOH,1.0315,35.3937
61,SENGALO DISP,3981,RIFT VALLEY,UASIN GISHU,KESSES,TARAKWA,TARAKWAUG,4,MOH,0.28124,35.3941
20,KITOBEN DISP,1620,RIFT VALLEY,BOMET,BOMET CENTRAL,MUGANGO,KITOBEN,4,MOH,-0.72123,35.40123
25,MERIGI DISP,1632,RIFT VALLEY,BOMET,BOMET CENTRAL,MERIGI,MERIGI,4,MOH,-0.771423,35.40123
49,SONGONYET DISP,1649,RIFT VALLEY,KERICHO,KIPKELION,KAMASIAN,MTARAGON,4,MOH,-0.124528,35.4072
16,KAPSEGER DISP,974,RIFT VALLEY,KERICHO,KIPKELION,KAPSEGER,TUGUNON,4,MOH,-0.249524,35.4072
38,KIPTOGOT FOREST DISP UASIN GISHU,1892,RIFT VALLEY,UASIN GISHU,MOIBEN,KARUNA,KAPSUBERE,4,MOH,0.76079,35.408313
71,MAKUTANO DISP,4300,RIFT VALLEY,TURKANA,KAALING,KAERIS,KANUKURUDIO,4,MOH,3.66088,35.4116
65,LOROGON DISP,3319,RIFT VALLEY,TURKANA,KAINUK,KAPUTIR,LOROGON,4,MOH,1.93212,35.4121
19,KIROMWOK DISP,955,RIFT VALLEY,BOMET,BOMET CENTRAL,KIROMWOK,KIROMWOK,4,MOH,-0.741236,35.41245
45,NGENDALEL DISP,3976,RIFT VALLEY,KERICHO,KIPKELION,LESIRWA,LESIRWA,4,MOH,-0.205307,35.414
30,KIPSEGI DISP,3506,RIFT VALLEY,KERICHO,KIPKELION,KIPSEGI,TUIYOBEIKIPKELION,4,MOH,-0.175546,35.4157
10,CHEMBULET DISP,0,RIFT VALLEY,UASIN GISHU,MOIBEN,SERGOIT,CHEPKOILEL,4,MOH,0.666733,35.4175
